country,QS Login,Status,seller_id,Task ID,associate_queue,associate,metric_wk_no,associate_action,correct associate action,Associate Key-Driver,Sub-Key driver,Defect Area Associate,QA Comments on Associate Action,Metric name,investigator_task,investigator_queue,investigator,verification_action,correct investigator action,Investigator Key-Driver,Defect Area Investigator,QA Comments on investigator Action,General Notes,Action_correctly_captured,Audit_outcome,associate_resolve date,Type_of_audit,If_data_correctly_captured
country172,QS Login172,Status172,seller_id172,Task ID172,associate_queue172,associate172,48,associate_action172,correct associate action172,Associate Key-Driver172,Sub-Key driver172,Defect Area Associate172,QA Comments on Associate Action172,Metric name172,investigator_task172,investigator_queue172,investigator172,verification_action172,correct investigator action172,Investigator Key-Driver172,Defect Area Investigator172,QA Comments on investigator Action172,General Notes172,Action_correctly_captured172,Audit_outcome172,13/07/2021,Type_of_audit172,If_data_correctly_captured172
country173,QS Login173,Status173,seller_id173,Task ID173,associate_queue173,associate173,48,associate_action173,correct associate action173,Associate Key-Driver173,Sub-Key driver173,Defect Area Associate173,QA Comments on Associate Action173,Metric name173,investigator_task173,investigator_queue173,investigator173,verification_action173,correct investigator action173,Investigator Key-Driver173,Defect Area Investigator173,QA Comments on investigator Action173,General Notes173,Action_correctly_captured173,Audit_outcome173,13/07/2021,Type_of_audit173,If_data_correctly_captured173
country174,QS Login174,Status174,seller_id174,Task ID174,associate_queue174,associate174,48,associate_action174,correct associate action174,Associate Key-Driver174,Sub-Key driver174,Defect Area Associate174,QA Comments on Associate Action174,Metric name174,investigator_task174,investigator_queue174,investigator174,verification_action174,correct investigator action174,Investigator Key-Driver174,Defect Area Investigator174,QA Comments on investigator Action174,General Notes174,Action_correctly_captured174,Audit_outcome174,13/07/2021,Type_of_audit174,If_data_correctly_captured174
country175,QS Login175,Status175,seller_id175,Task ID175,associate_queue175,associate175,48,associate_action175,correct associate action175,Associate Key-Driver175,Sub-Key driver175,Defect Area Associate175,QA Comments on Associate Action175,Metric name175,investigator_task175,investigator_queue175,investigator175,verification_action175,correct investigator action175,Investigator Key-Driver175,Defect Area Investigator175,QA Comments on investigator Action175,General Notes175,Action_correctly_captured175,Audit_outcome175,13/07/2021,Type_of_audit175,If_data_correctly_captured175
country176,QS Login176,Status176,seller_id176,Task ID176,associate_queue176,associate176,48,associate_action176,correct associate action176,Associate Key-Driver176,Sub-Key driver176,Defect Area Associate176,QA Comments on Associate Action176,Metric name176,investigator_task176,investigator_queue176,investigator176,verification_action176,correct investigator action176,Investigator Key-Driver176,Defect Area Investigator176,QA Comments on investigator Action176,General Notes176,Action_correctly_captured176,Audit_outcome176,13/07/2021,Type_of_audit176,If_data_correctly_captured176
country177,QS Login177,Status177,seller_id177,Task ID177,associate_queue177,associate177,48,associate_action177,correct associate action177,Associate Key-Driver177,Sub-Key driver177,Defect Area Associate177,QA Comments on Associate Action177,Metric name177,investigator_task177,investigator_queue177,investigator177,verification_action177,correct investigator action177,Investigator Key-Driver177,Defect Area Investigator177,QA Comments on investigator Action177,General Notes177,Action_correctly_captured177,Audit_outcome177,13/07/2021,Type_of_audit177,If_data_correctly_captured177
country178,QS Login178,Status178,seller_id178,Task ID178,associate_queue178,associate178,48,associate_action178,correct associate action178,Associate Key-Driver178,Sub-Key driver178,Defect Area Associate178,QA Comments on Associate Action178,Metric name178,investigator_task178,investigator_queue178,investigator178,verification_action178,correct investigator action178,Investigator Key-Driver178,Defect Area Investigator178,QA Comments on investigator Action178,General Notes178,Action_correctly_captured178,Audit_outcome178,13/07/2021,Type_of_audit178,If_data_correctly_captured178
country179,QS Login179,Status179,seller_id179,Task ID179,associate_queue179,associate179,48,associate_action179,correct associate action179,Associate Key-Driver179,Sub-Key driver179,Defect Area Associate179,QA Comments on Associate Action179,Metric name179,investigator_task179,investigator_queue179,investigator179,verification_action179,correct investigator action179,Investigator Key-Driver179,Defect Area Investigator179,QA Comments on investigator Action179,General Notes179,Action_correctly_captured179,Audit_outcome179,13/07/2021,Type_of_audit179,If_data_correctly_captured179
country180,QS Login180,Status180,seller_id180,Task ID180,associate_queue180,associate180,48,associate_action180,correct associate action180,Associate Key-Driver180,Sub-Key driver180,Defect Area Associate180,QA Comments on Associate Action180,Metric name180,investigator_task180,investigator_queue180,investigator180,verification_action180,correct investigator action180,Investigator Key-Driver180,Defect Area Investigator180,QA Comments on investigator Action180,General Notes180,Action_correctly_captured180,Audit_outcome180,13/07/2021,Type_of_audit180,If_data_correctly_captured180
country181,QS Login181,Status181,seller_id181,Task ID181,associate_queue181,associate181,48,associate_action181,correct associate action181,Associate Key-Driver181,Sub-Key driver181,Defect Area Associate181,QA Comments on Associate Action181,Metric name181,investigator_task181,investigator_queue181,investigator181,verification_action181,correct investigator action181,Investigator Key-Driver181,Defect Area Investigator181,QA Comments on investigator Action181,General Notes181,Action_correctly_captured181,Audit_outcome181,13/07/2021,Type_of_audit181,If_data_correctly_captured181
country182,QS Login182,Status182,seller_id182,Task ID182,associate_queue182,associate182,48,associate_action182,correct associate action182,Associate Key-Driver182,Sub-Key driver182,Defect Area Associate182,QA Comments on Associate Action182,Metric name182,investigator_task182,investigator_queue182,investigator182,verification_action182,correct investigator action182,Investigator Key-Driver182,Defect Area Investigator182,QA Comments on investigator Action182,General Notes182,Action_correctly_captured182,Audit_outcome182,13/07/2021,Type_of_audit182,If_data_correctly_captured182
country183,QS Login183,Status183,seller_id183,Task ID183,associate_queue183,associate183,48,associate_action183,correct associate action183,Associate Key-Driver183,Sub-Key driver183,Defect Area Associate183,QA Comments on Associate Action183,Metric name183,investigator_task183,investigator_queue183,investigator183,verification_action183,correct investigator action183,Investigator Key-Driver183,Defect Area Investigator183,QA Comments on investigator Action183,General Notes183,Action_correctly_captured183,Audit_outcome183,13/07/2021,Type_of_audit183,If_data_correctly_captured183
country184,QS Login184,Status184,seller_id184,Task ID184,associate_queue184,associate184,48,associate_action184,correct associate action184,Associate Key-Driver184,Sub-Key driver184,Defect Area Associate184,QA Comments on Associate Action184,Metric name184,investigator_task184,investigator_queue184,investigator184,verification_action184,correct investigator action184,Investigator Key-Driver184,Defect Area Investigator184,QA Comments on investigator Action184,General Notes184,Action_correctly_captured184,Audit_outcome184,13/07/2021,Type_of_audit184,If_data_correctly_captured184
country185,QS Login185,Status185,seller_id185,Task ID185,associate_queue185,associate185,48,associate_action185,correct associate action185,Associate Key-Driver185,Sub-Key driver185,Defect Area Associate185,QA Comments on Associate Action185,Metric name185,investigator_task185,investigator_queue185,investigator185,verification_action185,correct investigator action185,Investigator Key-Driver185,Defect Area Investigator185,QA Comments on investigator Action185,General Notes185,Action_correctly_captured185,Audit_outcome185,13/07/2021,Type_of_audit185,If_data_correctly_captured185
country186,QS Login186,Status186,seller_id186,Task ID186,associate_queue186,associate186,48,associate_action186,correct associate action186,Associate Key-Driver186,Sub-Key driver186,Defect Area Associate186,QA Comments on Associate Action186,Metric name186,investigator_task186,investigator_queue186,investigator186,verification_action186,correct investigator action186,Investigator Key-Driver186,Defect Area Investigator186,QA Comments on investigator Action186,General Notes186,Action_correctly_captured186,Audit_outcome186,13/07/2021,Type_of_audit186,If_data_correctly_captured186
country187,QS Login187,Status187,seller_id187,Task ID187,associate_queue187,associate187,48,associate_action187,correct associate action187,Associate Key-Driver187,Sub-Key driver187,Defect Area Associate187,QA Comments on Associate Action187,Metric name187,investigator_task187,investigator_queue187,investigator187,verification_action187,correct investigator action187,Investigator Key-Driver187,Defect Area Investigator187,QA Comments on investigator Action187,General Notes187,Action_correctly_captured187,Audit_outcome187,13/07/2021,Type_of_audit187,If_data_correctly_captured187
